Comment,Sentimento,texto_limpo,y,User Verified,Thumbnail,Comment ID,Profile URL,Comment URL,Comment_limpo,Predicao,Unnamed: 0,Unnamed: 1,Name,Username,Profile ID,Date,Likes
Top demais,Positivo,top demais,1,no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/453759877_1030084714738003_4457743277983207359_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=gPb4oiq8KxYQ7kNvgEL9pko&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEnS_ON0FVPUfcE-KtSRixVZBeKomWp-QSgXaFaIGFaWQ&oe=67F46979&_nc_sid=0985b0,18345365956158378,https://www.instagram.com/asresenhasdejucilene,https://www.instagram.com/p/DHw8VlQxLlp/c/18345365956158378,top demais,0.0,97.0,,asresenhasdejucilene,,1416687894.0,2025-03-31 00:51:51,0.0
Que top🔥🔥🔥,Positivo,que topquente quente quente,1,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/486299010_1164663375102048_5983365660156611760_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=5WbfrjtxUAQQ7kNvgEKPiYM&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEsWXU9z4Cf2_NTn6WQ-HPTnMbWNQwpeuX_M3wC-cf0Ug&oe=67F47C6C&_nc_sid=0985b0,17941073351946555,https://www.instagram.com/francinewaltrick,https://www.instagram.com/p/DHw8VlQxLlp/c/17941073351946555,que topquente quente quente,1.0,98.0,,francinewaltrick,,6012425533.0,2025-03-31 04:14:27,0.0
O melhor milkshake!,Positivo,o melhor milkshake,1,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/308072433_326329266357351_5294099946428950175_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=kMKBV66XrqoQ7kNvgEymr0-&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFexv7rAwq6S4VkZ-DaKW3lOfMS7rgFzAovAvidnrQMRA&oe=67F45AC3&_nc_sid=0985b0,17960817536870203,https://www.instagram.com/jusbueno,https://www.instagram.com/p/DHw8VlQxLlp/c/17960817536870203,o melhor milkshake,0.0,99.0,,jusbueno,,234066061.0,2025-03-31 13:48:18,0.0
Esse evento sempre é incrível,Positivo,esse evento sempre é incrível,1,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/333261873_1250146639273719_8273692193853130386_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=EqAK6-C9O48Q7kNvgEPuRkO&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEK-63pfGSvYGx8ykqgMq_mIHNF_YfHRwxelwaZEMYAKQ&oe=67F4696C&_nc_sid=0985b0,18063574990821526,https://www.instagram.com/carlacilene_penaestrada,https://www.instagram.com/p/DHw8VlQxLlp/c/18063574990821526,esse evento sempre é incrível,0.0,100.0,,carlacilene_penaestrada,,248875747.0,2025-04-01 18:41:26,0.0
ENEL SENDO ENEL E PRODUZINDO FAKE NEWS!!!!!!!!!. Minha mãe tem 69 anos e sempre tem seu pedido de isenção indeferido ao pedí-lo nas unidades da emprea.,Negativo,enel sendo enel e produzindo fake news minha mãe tem 69 anos e sempre tem seu pedido de isenção indeferido ao pedílo nas unidades da emprea,-1,no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/335918546_735533988126334_7868328097936026572_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=FPVWPH9M8TEQ7kNvgHvNXw3&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGizT7CqXqnXmBDGkWqFJ6o8jV4TuFch6ESNChny-rcpQ&oe=67F46949&_nc_sid=0985b0,18083108212646710,https://www.instagram.com/digicom.glaucoribeiro,https://www.instagram.com/p/DH566SpOvED/c/18083108212646710,enel sendo enel e produzindo fake news minha mãe tem 69 anos e sempre tem seu pedido de isenção indeferido ao pedílo nas unidades da emprea,0.0,1.0,,digicom.glaucoribeiro,,6216406972.0,2025-04-01 14:24:35,0.0
Moro em São Paulo e estou esperando a religação da minha energia desde 24 de março e a Enel só dá desculpas e não atende o chamado,Negativo,moro em são paulo e estou esperando a religação da minha energia desde 24 de março e a enel só dá desculpas e não atende o chamado,-1,no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/134125040_227377182282188_6143747667186877227_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=f0N7N_dWCAkQ7kNvgHrmbdW&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF4BrSI-kPREoNVXRvZIz-Aur8VFYP2sIlCfEf3F-Ea7g&oe=67F45FAE&_nc_sid=0985b0,17925419499026101,https://www.instagram.com/alessandra_hifumi,https://www.instagram.com/p/DH566SpOvED/c/17925419499026101,moro em são paulo e estou esperando a religação da minha energia desde 24 de março e a enel só dá desculpas e não atende o chamado,0.0,2.0,,alessandra_hifumi,,841310840.0,2025-04-01 17:23:07,0.0
"Estou há 2 semanas solicitando a religação da minha luz. Comprei a casa no início de março, solicitei a transferência de titularidade, gastei 550 reais trocando o kit padrão inteiro, e há 2 semanas peço para ligarem minha luz, e todas as ordens de serviço aberta, eles simplesmente fecham e não fazem nada.",Negativo,estou há 2 semanas solicitando a religação da minha luz comprei a casa no início de março solicitei a transferência de titularidade gastei 550 reais trocando o kit padrão inteiro e há 2 semanas peço para ligarem minha luz e todas as ordens de serviço aberta eles simplesmente fecham e não fazem nada,-1,no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/469216162_607648265028683_4005680993636181806_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=ei0LLQcGJWIQ7kNvgH6x_aK&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF5Wt-_hrRdPhoetua3-hKoYJJyfDbKDSzm0mxaTlvG1w&oe=67F46FC2&_nc_sid=0985b0,17924631507051502,https://www.instagram.com/monalysa_vianna,https://www.instagram.com/p/DH566SpOvED/c/17924631507051502,estou há 2 semanas solicitando a religação da minha luz comprei a casa no início de março solicitei a transferência de titularidade gastei 550 reais trocando o kit padrão inteiro e há 2 semanas peço para ligarem minha luz e todas as ordens de serviço aberta eles simplesmente fecham e não fazem nada,0.0,3.0,,monalysa_vianna,,285320195.0,2025-04-01 18:36:25,0.0
"Minha conta veio mais que o dobro do que costuma vir e sem nenhuma justificativa pra isso, pois moro sozinha e não mudei nada no consumo. Tentei resolver por telefone e disseram que o técnico vem em até 10 dias úteis. Além disso, precisei ir pessoalmente na agência pra pedir contestação e avisaram que preciso levar também a foto do relógio - coisa que não informaram no atendimento por telefone. Enfrentei uma fila gigante pra no fim nem ser atendida e ter que voltar lá. É um absurdo pagar um valor tão abusivo e que não condiz com o consumo, além de vocês exigirem ir pessoalmente em pleno 2025, onde tudo é feito online. Péssimo!",Negativo,minha conta veio mais que o dobro do que costuma vir e sem nenhuma justificativa pra isso pois moro sozinha e não mudei nada no consumo tentei resolver por telefone e disseram que o técnico vem em até 10 dias úteis além disso precisei ir pessoalmente na agência pra pedir contestação e avisaram que preciso levar também a foto do relógio  coisa que não informaram no atendimento por telefone enfrentei uma fila gigante pra no fim nem ser atendida e ter que voltar lá é um absurdo pagar um valor tão abusivo e que não condiz com o consumo além de vocês exigirem ir pessoalmente em pleno 2025 onde tudo é feito online péssimo,-1,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/279749820_5332109800142860_6558673199213566047_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=rNhoASyaKawQ7kNvgEOudia&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE3bqWxoG0LroGa_wAj-QU11KAgNq5dD9xgE0pdKrI8IA&oe=67F48063&_nc_sid=0985b0,18379772992141682,https://www.instagram.com/beatrizzanzini,https://www.instagram.com/p/DH566SpOvED/c/18379772992141682,minha conta veio mais que o dobro do que costuma vir e sem nenhuma justificativa pra isso pois moro sozinha e não mudei nada no consumo tentei resolver por telefone e disseram que o técnico vem em até 10 dias úteis além disso precisei ir pessoalmente na agência pra pedir contestação e avisaram que preciso levar também a foto do relógio  coisa que não informaram no atendimento por telefone enfrentei uma fila gigante pra no fim nem ser atendida e ter que voltar lá é um absurdo pagar um valor tão abusivo e que não condiz com o consumo além de vocês exigirem ir pessoalmente em pleno 2025 onde tudo é feito online péssimo,-1.0,4.0,,beatrizzanzini,,1107957260.0,2025-04-01 20:15:20,0.0
Olá boa tarde! Estou aqui para te ajudar! Precisamos conversar sobre isso no direct. Me manda uma mensagem e por lá vamos resolver isso juntos. Estou te aguardando.,Positivo,olá boa tarde estou aqui para te ajudar precisamos conversar sobre isso no direct me manda uma mensagem e por lá vamos resolver isso juntos estou te aguardando,1,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/156301689_435893424351136_1283569545745731338_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=EE2EvgmCkJwQ7kNvgH4sYPv&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEWYKRAB3mcbVSy2xNCeROa8ii0zCaO49AdPXKNGBNTog&oe=67F45480&_nc_sid=0985b0,18037326899553940,https://www.instagram.com/enelbrasil,https://www.instagram.com/p/DH566SpOvED/c/18037326899553940,olá boa tarde estou aqui para te ajudar precisamos conversar sobre isso no direct me manda uma mensagem e por lá vamos resolver isso juntos estou te aguardando,1.0,5.0,,enelbrasil,,2181799514.0,2025-04-01 20:46:22,0.0
ESTOU HÁ MAIS DE 10 DIAS SEM ENERGIA E VOCÊS NÃO FAZEM NADA VOCÊS SAI HORRÍVEIS,Negativo,estou há mais de 10 dias sem energia e vocês não fazem nada vocês sai horríveis,-1,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/484532631_1033345845281862_1652185877014422900_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=0P5qNC7pmqEQ7kNvgHbsuDJ&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE2yJRpl8gn4GtSKw7XcIp-1iSYVttZ9Do_I6pMtdEUnQ&oe=67F460CE&_nc_sid=0985b0,17901039345151990,https://www.instagram.com/joseneto.ph,https://www.instagram.com/p/DH566SpOvED/c/17901039345151990,estou há mais de 10 dias sem energia e vocês não fazem nada vocês sai horríveis,0.0,6.0,,joseneto.ph,,5783285030.0,2025-04-01 20:47:15,0.0
"Empresa lixo!!!!! Mais de um mês tentando solicitar o relógio, ficam inventando desculpas e mentiras e qdo vence o prazo pra instalar o relógio simplesmente geram um novo protocolo com um prazo novo! @tarcisiogdf @prefeitoricardonunes ! Uma cidade do tamanho de Sp, depender de uma empresa como essa é um absurdo, um descaso com a população.",Negativo,empresa lixo mais de um mês tentando solicitar o relógio ficam inventando desculpas e mentiras e qdo vence o prazo pra instalar o relógio simplesmente geram um novo protocolo com um prazo novo  uma cidade do tamanho de sp depender de uma empresa como essa é um absurdo um descaso com a população,-1,no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/462806757_1063029861703532_8007859699874506671_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=K2PhjKZjTEwQ7kNvgEUTzzw&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEQ4UWZvL-R0C0Zi_yJy5GlEVPjOjcISrbwv7dhr9SgiA&oe=67F47DFB&_nc_sid=0985b0,18029222177363212,https://www.instagram.com/anaclelia.s,https://www.instagram.com/p/DH566SpOvED/c/18029222177363212,empresa lixo mais de um mês tentando solicitar o relógio ficam inventando desculpas e mentiras e qdo vence o prazo pra instalar o relógio simplesmente geram um novo protocolo com um prazo novo  uma cidade do tamanho de sp depender de uma empresa como essa é um absurdo um descaso com a população,0.0,7.0,,anaclelia.s,,1605519800.0,2025-04-01 20:50:12,0.0
Olá @joseneto.ph! Estou aqui para te ajudar! Precisamos conversar sobre isso no direct. Me manda uma mensagem e por lá vamos resolver isso juntos. Estou te aguardando.,Neutro,olá ph estou aqui para te ajudar precisamos conversar sobre isso no direct me manda uma mensagem e por lá vamos resolver isso juntos estou te aguardando,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/156301689_435893424351136_1283569545745731338_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=EE2EvgmCkJwQ7kNvgH4sYPv&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEWYKRAB3mcbVSy2xNCeROa8ii0zCaO49AdPXKNGBNTog&oe=67F45480&_nc_sid=0985b0,18060897455005702,https://www.instagram.com/enelbrasil,https://www.instagram.com/p/DH566SpOvED/c/18060897455005702,olá ph estou aqui para te ajudar precisamos conversar sobre isso no direct me manda uma mensagem e por lá vamos resolver isso juntos estou te aguardando,0.0,8.0,,enelbrasil,,2181799514.0,2025-04-01 20:55:12,0.0
"Olá! Vi que já nos acionou no privado, irei seguir o seu atendimento por lá e ajuda-lo na resolução do caso!",Negativo,olá vi que já nos acionou no privado irei seguir o seu atendimento por lá e ajudalo na resolução do caso,-1,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/156301689_435893424351136_1283569545745731338_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=EE2EvgmCkJwQ7kNvgH4sYPv&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEWYKRAB3mcbVSy2xNCeROa8ii0zCaO49AdPXKNGBNTog&oe=67F45480&_nc_sid=0985b0,18363018196132186,https://www.instagram.com/enelbrasil,https://www.instagram.com/p/DH566SpOvED/c/18363018196132186,olá vi que já nos acionou no privado irei seguir o seu atendimento por lá e ajudalo na resolução do caso,-1.0,9.0,,enelbrasil,,2181799514.0,2025-04-01 21:06:20,0.0
Você sabia que todo dia cai a energia em Pinheiros?,Negativo,você sabia que todo dia cai a energia em pinheiros,-1,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/446747234_7570596936362511_1351645944388968929_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=NcyUQSjU_YMQ7kNvgG0OhUo&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHXyQSSAhXGSVaITB-ezygMIRA33zwftaHovfL1klPsTQ&oe=67F46B44&_nc_sid=0985b0,18082030990632514,https://www.instagram.com/lucas_dragao,https://www.instagram.com/p/DH566SpOvED/c/18082030990632514,você sabia que todo dia cai a energia em pinheiros,0.0,10.0,,lucas_dragao,,223924050.0,2025-04-01 21:59:56,0.0
@lucas_dragao eeee caiu de novo,Neutro,_dragao ee caiu de novo,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/330822863_1378201236283780_683400787178899429_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=AcMKaPA0F94Q7kNvgH3EOut&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFWsiXmAeIuWswqN5flLAuNoCFatNZMHzfYMSTokrHkGA&oe=67F4674C&_nc_sid=0985b0,17976252824825592,https://www.instagram.com/fafuta,https://www.instagram.com/p/DH566SpOvED/c/17976252824825592,_dragao ee caiu de novo,0.0,11.0,,fafuta,,249189386.0,2025-04-01 22:02:50,0.0
Sabia que inde moro é Natal ano todo??? Pisca pisca direto. Nem chovendo tá.,Neutro,sabia que inde moro é natal ano todo pisca pisca direto nem chovendo tá,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/204325377_331209281864933_8053649106481952922_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=0CwH2vTt4VkQ7kNvgGEBesS&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGSVSMWYEYfq6FSrdX2uvRuQABdwEMVcCs0juOt6fMFwQ&oe=67F46F7E&_nc_sid=0985b0,18025044068440620,https://www.instagram.com/gabimenezessiq,https://www.instagram.com/p/DH566SpOvED/c/18025044068440620,sabia que inde moro é natal ano todo pisca pisca direto nem chovendo tá,0.0,12.0,,gabimenezessiq,,294666302.0,2025-04-01 22:48:24,0.0
"@digicom.glaucoribeiro Boa noite! Queremos te ajudar, chama a gente no privado. Estamos te aguardando!",Neutro,glaucoribeiro boa noite queremos te ajudar chama a gente no privado estamos te aguardando,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/156301689_435893424351136_1283569545745731338_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=EE2EvgmCkJwQ7kNvgH4sYPv&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEWYKRAB3mcbVSy2xNCeROa8ii0zCaO49AdPXKNGBNTog&oe=67F45480&_nc_sid=0985b0,18080659966630456,https://www.instagram.com/enelbrasil,https://www.instagram.com/p/DH566SpOvED/c/18080659966630456,glaucoribeiro boa noite queremos te ajudar chama a gente no privado estamos te aguardando,1.0,13.0,,enelbrasil,,2181799514.0,2025-04-01 23:13:31,0.0
"@monalysa_vianna se eles não quer colocar, bota um gato",Neutro,_vianna se eles não quer colocar bota um gato,0,no,https://instagram.fcai19-8.fna.fbcdn.net/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=instagram.fcai19-8.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QGwo3o0Pigj3kiiwuYrnI4rCKqHugoDCfWL8Oko5o4KK8GACJv2UzyoUqtuUy-sV-Q&_nc_ohc=tgOCEj-H9bIQ7kNvgHffq7Y&_nc_gid=HiiGy4OP-nLsoA_17x94iw&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AYGwheOzAwo_3EDC4CD1lanarj519LudHS51TBVQXTRn0g&oe=67F45A28&_nc_sid=65462d,18046903268368393,https://www.instagram.com/lorrankha12,https://www.instagram.com/p/DH566SpOvED/c/18046903268368393,_vianna se eles não quer colocar bota um gato,0.0,14.0,,lorrankha12,,9012164943.0,2025-04-01 23:22:09,0.0
"Uma parte de Niterói e São Gonçalo tá sem luz, alguém pode dizer oq está acontecendo?",Neutro,uma parte de niterói e são gonçalo tá sem luz alguém pode dizer oq está acontecendo,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/393337852_980764556333152_590138236778841664_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=foQToEqPFHUQ7kNvgGZYhuD&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEoU8mixa5aVA7ErC9-ed83Wi9VaAsiabWug6PPDOhPZw&oe=67F48C10&_nc_sid=0985b0,18070814530862182,https://www.instagram.com/matheuscisco,https://www.instagram.com/p/DH566SpOvED/c/18070814530862182,uma parte de niterói e são gonçalo tá sem luz alguém pode dizer oq está acontecendo,0.0,15.0,,matheuscisco,,2871872956.0,2025-04-01 23:34:42,0.0
"@matheuscisco Por favor, se vc esta indignado e ardendo de odio assim como eu, vms nos unir pra tirar essa empresa daqui. Sigam o perfil ""fora.enel"" aqui no insta",Negativo,por favor se vc esta indignado e ardendo de odio assim como eu vms nos unir pra tirar essa empresa daqui sigam o perfil foraenel aqui no insta,-1,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/441095550_368497409527049_471221966909807336_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=kKkF9PRnJ24Q7kNvgEINPnI&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHko7qvaPvYDwcefG2tSHV3lqv7HR0PtHq5lvbv4O6KEw&oe=67F46A12&_nc_sid=0985b0,18038925614548767,https://www.instagram.com/lafoente,https://www.instagram.com/p/DH566SpOvED/c/18038925614548767,por favor se vc esta indignado e ardendo de odio assim como eu vms nos unir pra tirar essa empresa daqui sigam o perfil foraenel aqui no insta,0.0,16.0,,lafoente,,3030905560.0,2025-04-01 23:37:38,0.0
@matheuscisco acho q houve problema na subestação de energia,Neutro,acho q houve problema na subestação de energia,0,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/483925374_1693279191299273_5848798645216024480_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=qmdr1n2d-dwQ7kNvgFxSj-E&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYExq6KCVK-u98tiKqiTMP1A2ZR9dKb86Zq9b69xWb6isQ&oe=67F4800F&_nc_sid=0985b0,18270636985280518,https://www.instagram.com/migueelloliveira_,https://www.instagram.com/p/DH566SpOvED/c/18270636985280518,acho q houve problema na subestação de energia,0.0,17.0,,migueelloliveira_,,64063027796.0,2025-04-01 23:37:52,0.0
"Segundo dia segundo que acaba a luz na minha rua em Pinheiros. Muita coincidência. Mesmo horário. E outras ruas com luz. O que está acontecendo? A hora que você chega do trabalho pra fazer suas coisas, todo dia esse inferno!",Negativo,segundo dia segundo que acaba a luz na minha rua em pinheiros muita coincidência mesmo horário e outras ruas com luz o que está acontecendo a hora que você chega do trabalho pra fazer suas coisas todo dia esse inferno,-1,no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/482628535_1231706315183498_315391128192738791_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEty4M6WDqTXMOIGKNZeKlii75b8RF_am_lZT4OVSm0YKDM2IvlnO6Tl2X6UD3Di_Q&_nc_ohc=9WJoL8_2C34Q7kNvgFXf-p-&_nc_gid=bhGiBfARtTir2uEpFLYYog&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF4ZFKCGGfFljeazftVEO6NDgAMd5a9WgPsSVy1tNiVNw&oe=67F4777D&_nc_sid=0985b0,17938802075995351,https://www.instagram.com/pri_afreitas,https://www.instagram.com/p/DH566SpOvED/c/17938802075995351,segundo dia segundo que acaba a luz na minha rua em pinheiros muita coincidência mesmo horário e outras ruas com luz o que está acontecendo a hora que você chega do trabalho pra fazer suas coisas todo dia esse inferno,1.0,18.0,,pri_afreitas,,1512756283.0,2025-04-01 23:40:28,0.0
