Comment;Sentimento;texto_limpo;y;User Verified;Thumbnail;Comment ID;Profile URL;Comment URL;Comment_limpo;Predicao;Unnamed: 0;Unnamed: 1;Name;Username;Profile ID;Date;Likes;Classe;Validado
@martablogueiraa já experimentou Ma?;Neutro;já experimentou ma;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18047092343341342;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18047092343341342;já experimentou ma;0.0;41.0;;jafuigostei;;34618261746.0;2025-03-29 21:02:43;0.0;;
@sejogaemsampa 😍😍😍;Positivo;encantado encantado encantado;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;17902673325153924;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17902673325153924;encantado encantado encantado;1.0;42.0;;jafuigostei;;34618261746.0;2025-03-29 21:02:48;0.0;;
@kamsoliveira geladinho sabeee;Neutro;geladinho sabee;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18063230962822271;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18063230962822271;geladinho sabee;0.0;43.0;;jafuigostei;;34618261746.0;2025-03-29 21:02:54;0.0;;
@dicasdaline__ aproveitou então 😍;Positivo;__ aproveitou então encantado;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18064590662303164;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18064590662303164;__ aproveitou então encantado;1.0;44.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:03;0.0;;
@cadeacomiida é muito booom;Positivo;é muito boom;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18301783312215506;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18301783312215506;é muito boom;0.0;45.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:24;0.0;;
@ericadaddio tá no lollaaaa, melhor lugar 😍;Positivo;tá no lollaa melhor lugar encantado;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;17946085190973481;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17946085190973481;tá no lollaa melhor lugar encantado;1.0;46.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:40;0.0;;
@ape64praiagrande ❤️❤️❤️;Positivo;amor amor amor;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18054387128233476;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18054387128233476;amor amor amor;1.0;47.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:46;0.0;;
@ape64praiagrande 😂😂;Positivo;divertido divertido;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18088588243578884;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18088588243578884;divertido divertido;1.0;48.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:49;0.0;;
@trsilvario 🔥🔥🔥;Positivo;quente quente quente;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;18222217396289253;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18222217396289253;quente quente quente;1.0;49.0;;jafuigostei;;34618261746.0;2025-03-29 21:03:54;0.0;;
@comidaeseducao foi muito bommm;Positivo;foi muito bomm;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHyVeW-pJ6iNZkgWp2k5_aDgWAmczRn3upEQHisAEfRJIOiwkJ1OQVpYpPJndCjoJc&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=ggtbnXTBcEkSVY3Q01jU5Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFqr7f0YUIKjHU4SdpeLMzm1LXPhRdBNXOq2zqj9liANg&oe=67F47D78&_nc_sid=0985b0;17993483948790491;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17993483948790491;foi muito bomm;0.0;50.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:01;0.0;;
@camilamororo_ aproveitou?;Neutro;_ aproveitou;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18272659771256256;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18272659771256256;_ aproveitou;0.0;51.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:17;0.0;;
@carinaboldi ❤️❤️❤️;Positivo;amor amor amor;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18042239522418303;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18042239522418303;amor amor amor;1.0;52.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:20;0.0;;
@mateusnatali foi muito bom miguuuu;Positivo;foi muito bom miguu;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18187208860310095;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18187208860310095;foi muito bom miguu;1.0;53.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:30;0.0;;
@camilamororo_ aaaaaaaaa ❤️❤️;Positivo;_ aa amor amor;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17857483044396976;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17857483044396976;_ aa amor amor;1.0;54.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:36;0.0;;
@tripspelarua em tempo record 😂😂😂;Positivo;em tempo record divertido divertido divertido;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17928252716920265;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17928252716920265;em tempo record divertido divertido divertido;1.0;55.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:48;0.0;;
@ilosschuler O gelato é muitooo bom;Positivo;o gelato é muitoo bom;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17952943181946164;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17952943181946164;o gelato é muitoo bom;1.0;56.0;;jafuigostei;;34618261746.0;2025-03-29 21:04:59;0.0;;
@osvagamundos aproveita viu;Neutro;aproveita viu;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18064576912958323;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18064576912958323;aproveita viu;0.0;57.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:06;0.0;;
@kamsoliveira com shake 😂😂;Positivo;com shake divertido divertido;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17855488722406481;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17855488722406481;com shake divertido divertido;1.0;58.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:15;0.0;;
@anapaulacavt aproveite 😍;Positivo;aproveite encantado;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18074787847835579;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18074787847835579;aproveite encantado;1.0;59.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:21;0.0;;
@edinhofogopuro ❤️❤️❤️;Positivo;amor amor amor;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17897695815173696;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17897695815173696;amor amor amor;1.0;60.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:25;0.0;;
@elienaycavalcantidutra experimenta viu;Neutro;experimenta viu;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18052011488224130;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18052011488224130;experimenta viu;0.0;61.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:37;0.0;;
@babitriz 😍😍;Positivo;encantado encantado;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;17915600105985248;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/17915600105985248;encantado encantado;1.0;62.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:44;0.0;;
@fortalece.sp opaaaa;Neutro;sp opaa;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18491186479052191;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18491186479052191;sp opaa;0.0;63.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:50;0.0;;
@viviana_nlima bom heeein;Positivo;_nlima bom heein;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18078667573734612;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18078667573734612;_nlima bom heein;1.0;64.0;;jafuigostei;;34618261746.0;2025-03-29 21:05:56;0.0;;
@_majuzinea veeeem ❤️;Positivo;_majuzinea veem amor;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18125569114424385;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18125569114424385;_majuzinea veem amor;1.0;65.0;;jafuigostei;;34618261746.0;2025-03-29 21:06:06;0.0;;
@olhaojobi né;Neutro;né;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18079797241679417;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18079797241679417;né;0.0;66.0;;jafuigostei;;34618261746.0;2025-03-29 21:06:12;0.0;;
@_majuzinea hahaha;Neutro;_majuzinea hahaha;0;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18036438710270077;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18036438710270077;_majuzinea hahaha;0.0;67.0;;jafuigostei;;34618261746.0;2025-03-29 21:06:18;0.0;;
@crassgrill a gente adorooou;Positivo;a gente adoroou;1;no;https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/471962210_1264686298088182_3578222479829424666_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFB9uaFc5UTgVisVaePmE_Trb4z9KtEAkPXjRI63L4U4Y2FCJZmQwBaluliosQjnzs&_nc_ohc=ad1iSNjagCYQ7kNvgEPGV6Q&_nc_gid=6ecwbxiG72ph2NZNFEumlQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH4kiX-f-nVh3eXwvej18tynFzwQrh30Yv0E7SfiLHNUA&oe=67F47D78&_nc_sid=0985b0;18490489387022080;https://www.instagram.com/jafuigostei;https://www.instagram.com/p/DHw8VlQxLlp/c/18490489387022080;a gente adoroou;0.0;68.0;;jafuigostei;;34618261746.0;2025-03-29 21:06:25;0.0;;
